contig	length	gc	V26Dr2	V30Sr2	V32PRr1	V38PRr3	V39Sr2	cov_mean	cov_log	tnf_cdist
k127_1363344	5597	0.4376	5.88708	8.1851	12.6225	18.5687	8.33893	10.720462	1.0302135017492124	0.028177140834459102
k127_474910	17903	0.4204	4.30727	9.74669	10.8001	15.4293	10.675	10.191672	1.0082454382563597	0.009271297019512126
k127_475235	19135	0.4169	6.22508	12.6958	11.0861	14.1936	9.40732	10.72158	1.0302587904610998	0.015407992344829147
k127_3747833	3028	0.389	7.42999	9.97094	8.67999	11.3603	6.17173	8.72259	0.9406454592094832	0.11943311400117207
k127_3449571	3625	0.4662	7.76469	12.941	10.2508	11.728	4.29545	9.395988	0.9729424534507034	0.05941952943255102
k127_2561041	101453	0.4266	5.96399	9.96078	10.7407	14.6777	8.95276	10.059186	1.0025628385716665	0.011845934506482192
k127_4646324	28200	0.4322	6.46255	11.1188	10.9201	17.5175	8.97241	10.998272	1.0413244560840258	0.007633431313822769
k127_4646883	6492	0.4375	7.02049	11.8624	13.4632	17.6243	10.1151	12.017098	1.0797996028787495	0.026789344451090158
k127_1080406	4319	0.4425	7.78074	13.1093	9.02524	21.0831	7.95207	11.79009	1.0715171203074885	0.04309190797787987
k127_3757513	4412	0.4343	7.716	10.4542	10.3708	14.0598	15.0886	11.53788	1.062126017755349	0.05748681253605459
k127_2871802	2509	0.3962	5.40773	8.32084	10.7577	14.5405	7.77601	9.360556	0.9713016458065266	0.05572281620482744
k127_1084450	6321	0.4813	6.32954	13.1111	10.9244	20.7353	10.8046	12.380988	1.0927553026669186	0.05852053562631432
k127_3173709	10159	0.4328	6.57141	12.5645	10.3152	16.9814	6.42691	10.571884	1.024152389189498	0.011452973412249934
k127_1972946	7765	0.4188	6.48281	5.65035	11.9701	12.9069	7.12518	8.827068	0.9458164722213044	0.014850725790220842
k127_4062730	16647	0.4269	4.99333	11.4384	10.4515	15.1016	7.44735	9.886436	0.995039759292748	0.06438401844896513
k127_4654014	14259	0.4229	7.65594	15.8297	14.7026	21.6752	11.0532	14.183328	1.1517781463939405	0.012855661017254327
k127_197713	7749	0.4548	5.90838	9.91018	11.7627	15.956	12.3479	11.177032	1.0483264943242192	0.029737835357807274
k127_1382750	7771	0.4225	5.60752	8.46982	9.89525	17.7455	6.05173	9.553964	0.980183600498643	0.017117062113903403
k127_2875674	11521	0.4037	5.66791	11.5005	10.6796	13.4205	9.00651	10.055004	1.0023822477002975	0.017644747223643842
k127_4657403	13998	0.4233	5.90313	11.0235	10.3256	17.3327	7.12116	10.341218	1.0145716934509954	0.016760319365199505
k127_4361369	4314	0.4817	8.73412	9.84956	12.3989	19.691	13.6947	12.873656	1.1097019000626571	0.06516977262089929
k127_3468366	5677	0.4326	7.82491	10.0645	11.7483	15.167	9.53585	10.868112	1.0361541053376218	0.02638286756951136
k127_3184739	4972	0.4131	7.44187	16.5726	12.5704	21.4089	10.496	13.697954	1.136655703443472	0.028400248407824513
k127_3477538	24951	0.4157	4.49305	8.95179	10.4355	12.4207	7.81392	8.822992000000001	0.945615885442596	0.011990699511334024
k127_2586882	17708	0.433	5.98108	10.5921	10.5215	15.2804	7.10933	9.896882	0.9954983922257652	0.02151161208604746
k127_1398500	12960	0.4217	5.46427	11.3911	10.6942	14.9931	7.95262	10.099058	1.004280866408264	0.0168859304699579
k127_3780653	5890	0.4328	6.3511	17.7061	10.5076	15.7591	9.84754	12.034288	1.0804204006502465	0.027073924619326006
k127_2588659	5481	0.414	6.11403	8.71246	10.4532	11.9024	7.83269	9.002956000000001	0.9543851276293648	0.030276900845943477
k127_2894024	42238	0.432	6.47931	11.4072	9.63249	14.2597	9.34931	10.225602	1.0096888851470638	0.013054727467729954
k127_3481695	24533	0.4116	3.53092	7.36196	7.93193	11.3691	5.28729	7.09624	0.8510282952274267	0.016229242068433125
k127_219992	23083	0.4479	5.73938	12.0664	9.66902	14.8855	7.98982	10.070024	1.003030505613712	0.015613999614579988
k127_2297240	16086	0.4198	6.65548	8.53413	9.71603	15.8367	7.05614	9.559696	0.9804440818554208	0.03788494315008717
k127_3199203	12901	0.3969	6.25533	9.07426	10.9273	14.1723	6.3392	9.353678	0.9709824152592302	0.018767390634773284
k127_3200422	20540	0.4279	5.20652	11.8437	9.88593	14.4612	7.43184	9.765838	0.98970951574069	0.01449367151142733
k127_3786117	13834	0.4164	5.8988	9.01619	10.288	13.7307	8.89193	9.565124	0.9806906044905168	0.01785117389221047
k127_514547	4728	0.4217	11.2018	16.0988	17.2485	33.2035	16.6091	18.87234	1.275825752103574	0.03379151176381645
k127_3490853	2530	0.3826	1.84387	2.80316	8.3415	10.6336	4.73083	5.670592	0.7536284008527478	0.06286657718031852
k127_816742	4254	0.4156	7.67207	10.5726	10.0287	16.5383	8.10038	10.58241	1.024584583626598	0.03850492824671914
k127_3493410	2540	0.5091	5.15118	13.2988	14.2819	21.1484	14.8134	13.738736	1.1379467783220254	0.12441521096093788
k127_4687824	15073	0.4173	4.9588	10.4492	11.5363	15.6259	9.85225	10.48449	1.0205473098063518	0.014832933080551558
k127_527730	11528	0.4015	5.20029	8.61858	9.33544	12.3565	6.67401	8.436964000000001	0.9261861960036498	0.02612565479136786
k127_527799	3015	0.4073	4.44544	5.666	10.8036	15.8776	6.93466	8.74546	0.9417826577492426	0.07223858199703781
k127_4396786	29544	0.4225	6.35591	10.1623	10.9428	13.9126	9.24909	10.12454	1.0053753005286892	0.00795983863680727
k127_3220153	2882	0.4011	5.46981	10.262	8.75885	17.1624	3.37543	9.005697999999999	0.9545173790989726	0.051586390273934524
k127_2920048	2621	0.3857	2.96185	4.24037	9.0248	8.76459	7.14765	6.427852	0.8080658686632917	0.0889373766239665
k127_2321214	9972	0.4236	6.27226	10.8836	11.5254	13.7166	7.18391	9.916354	0.9963520220794876	0.031637547397393884
k127_1725616	3485	0.4241	4.06141	15.1372	8.6726	12.2697	7.0878	9.445742	0.9752360791290412	0.04929895331611467
k127_3227788	3563	0.4145	4.89924	9.83048	9.62223	21.0407	6.92534	10.463598	1.0196810461813206	0.04077214664235973
k127_249722	54367	0.4186	6.03427	9.45735	10.4764	14.2566	8.69355	9.783634	0.9905001976306936	0.0068999914438496734
k127_3234254	2977	0.4357	3.68828	5.96641	10.7182	12.5744	6.99631	7.988719999999999	0.9024771996557928	0.04945947943221862
k127_1740207	62534	0.4361	5.89526	10.0632	10.2317	15.0606	8.07836	9.865824	0.9941333636590036	0.00914910528652213
k127_2036011	49794	0.4236	6.07029	11.9763	10.2373	15.1265	8.02197	10.286472	1.0122664482654933	0.006712950185716826
k127_262687	2665	0.3805	4.19775	8.81576	11.5538	12.5508	6.4833	8.720282000000001	0.9405305295499544	0.052148652226408965
k127_3241758	11890	0.3944	5.28579	11.4563	11.9829	12.522	7.055	9.660398	0.9849950193392129	0.019134392250240384
k127_2636184	4417	0.4129	6.33824	13.3774	10.0417	13.9699	5.61105	9.867658	0.9942140890051036	0.06721186225530085
k127_2637655	4358	0.4323	6.46329	9.56333	10.5147	12.723	6.70766	9.194396	0.9635232047559488	0.06876739985641933
k127_3249507	6836	0.4547	7.49459	8.57841	11.2248	14.5825	10.8189	10.539840000000002	1.0228340181208802	0.04446456801586618
k127_2950734	2923	0.4205	5.00479	7.92576	7.5142	15.2121	5.88676	8.308722	0.9195342282328084	0.04230916362497639
k127_4438636	5150	0.419	5.61223	11.6784	7.85087	13.5394	6.12621	8.961422	0.9523769290541872	0.04056580959912981
k127_3263863	10268	0.4148	6.50263	9.32928	10.4822	15.8351	8.38605	10.107052	1.0046245001180147	0.01716980714432248
k127_4440972	25776	0.4102	5.50272	8.36965	10.5965	14.0758	7.63551	9.236036000000002	0.965485617031072	0.014539667299361847
k127_2362313	2948	0.5109	8.80631	13.8969	10.5488	22.5743	13.4474	13.854741999999998	1.1415984428559198	0.15239418230812019
k127_3264810	49783	0.42	5.91065	10.6345	10.6757	16.0878	10.2786	10.71745	1.0300914660781917	0.006446415289945495
k127_2060717	3822	0.399	5.09419	10.7279	10.2376	18.4652	7.79984	10.464946	1.0197369916844972	0.07419173149866298
k127_875975	3983	0.4374	4.35049	12.9028	11.4783	11.2189	8.83329	9.756756	0.989305444153771	0.038560380974402286
k127_3855674	9042	0.4059	4.4687	7.74298	9.42026	12.6181	8.04944	8.459896	0.9273650241615128	0.033938044239968046
k127_2374631	3690	0.4436	6.82249	14.3734	12.1981	18.8569	7.76098	12.002374	1.079267155475034	0.042440041936319894
