genome	KO	protein_id	score	evalue	above_threshold
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04418	104.2	3.6e-30	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00525	104.0	4.2e-30	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01290	102.3	1.3e-29	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04738	102.0	1.7e-29	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01854	101.8	1.9e-29	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04714	100.9	3.6e-29	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_05085	97.7	3.4e-28	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01383	97.6	3.5e-28	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00883	97.3	4.3e-28	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_05350	92.2	1.5e-26	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02269	91.5	2.6e-26	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01599	91.4	2.8e-26	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00519	89.4	1.1e-25	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02297	86.6	7.6e-25	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00446	86.4	8.5e-25	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04211	84.8	2.7e-24	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_03419	82.7	1.1e-23	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04736	81.7	2.3e-23	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02338	81.5	2.6e-23	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00445	79.9	8e-23	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00476	78.8	1.7e-22	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_03275	78.0	3e-22	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01289	76.5	9e-22	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00518	75.5	1.7e-21	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02860	74.0	4.8e-21	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04733	70.1	7.7e-20	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_03936	68.6	2.1e-19	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01997	67.8	3.9e-19	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02061	66.6	8.9e-19	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_01099	64.8	2.9e-18	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02184	62.2	1.9e-17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02722	60.2	7.7e-17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02062	54.7	3.5e-15	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02141	46.1	1.4e-12	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04140	40.9	5.1e-11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00676	39.5	1.4e-10	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_05869	37.4	6e-10	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04400	36.3	1.2e-09	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04270	33.6	8.6e-09	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_03084	31.4	3.8e-08	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02126	30.6	6.6e-08	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04884	30.3	8.6e-08	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00527	29.4	1.5e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04041	27.6	5.4e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00753	23.0	1.4e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_00305	22.2	2.4e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_05289	22.2	2.4e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_05891	16.1	0.0016	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_04554	15.1	0.0034	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02000	ILEFAOFG_02250	15.0	0.0037	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06134	407.7	3.9e-122	1
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06135	204.0	1.5e-60	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03023	82.3	9.9e-24	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01833	37.3	3.9e-10	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06238	30.7	4.1e-08	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02970	24.2	3.6e-06	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02593	21.7	2e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01006	20.2	5.8e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04053	20.2	5.9e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04997	20.0	6.7e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06013	19.7	8.7e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01698	19.6	8.8e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00327	19.3	0.00011	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02851	18.2	0.00024	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04091	18.1	0.00025	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02442	17.9	0.00029	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03745	17.1	0.00053	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00459	16.7	0.0007	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01007	16.5	0.0008	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05114	16.4	0.00082	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02637	16.2	0.00095	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03819	15.3	0.0019	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06117	15.2	0.0019	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04312	15.2	0.002	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05558	14.7	0.0028	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04218	14.6	0.0031	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06181	14.4	0.0033	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04642	14.4	0.0034	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04770	14.4	0.0035	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00209	14.3	0.0037	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00194	14.2	0.0038	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05713	14.1	0.0042	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02402	14.0	0.0044	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05195	14.0	0.0045	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02594	13.9	0.0047	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05062	13.7	0.0054	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00204	13.7	0.0055	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00488	13.5	0.0063	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00408	13.3	0.0075	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05787	13.3	0.0076	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01360	13.1	0.0082	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04313	13.1	0.0085	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05325	12.8	0.01	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02971	12.8	0.011	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01589	12.7	0.011	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_06275	12.6	0.012	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02463	11.7	0.022	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02662	11.6	0.024	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04219	11.5	0.026	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03643	10.9	0.039	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03091	10.9	0.04	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02499	10.7	0.045	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03252	10.3	0.057	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01428	10.3	0.058	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05557	10.2	0.065	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01178	9.8	0.085	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04318	9.7	0.091	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04319	9.4	0.11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05033	9.3	0.12	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04542	9.3	0.12	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04289	9.1	0.14	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04748	9.0	0.14	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00326	8.9	0.15	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05786	8.8	0.17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05577	8.8	0.17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00779	8.6	0.19	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04998	7.7	0.37	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01059	7.4	0.45	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00353	7.3	0.48	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01494	6.8	0.67	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04135	6.8	0.68	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03820	6.7	0.71	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_05854	6.2	1.0	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01582	6.2	1.0	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01330	5.9	1.2	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04133	5.6	1.5	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03949	5.3	2.0	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_01359	5.2	2.0	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_02401	4.8	2.7	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_03253	4.8	2.7	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_04605	4.6	3.2	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02001	ILEFAOFG_00016	3.0	9.6	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_06135	337.9	3.5e-101	1
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_06134	186.1	3.4e-55	1
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_03023	25.3	1.6e-06	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_01833	23.2	7.2e-06	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_04138	16.2	0.00098	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_03205	14.6	0.003	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_01245	13.9	0.0047	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_03745	12.3	0.014	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_01776	10.1	0.07	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K02002	ILEFAOFG_00353	8.8	0.17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_05547	751.7	1.8e-226	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00289	501.4	1.2e-150	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00620	451.8	1.3e-135	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00616	330.5	7.6e-99	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00020	330.2	9e-99	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_05569	317.5	6.6e-95	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_02929	294.3	6.7e-88	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_03747	162.1	7.8e-48	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00207	146.6	3.8e-43	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_06227	145.8	6.6e-43	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_04664	141.9	1.1e-41	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_06116	141.4	1.4e-41	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_02885	135.2	1.1e-39	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_06067	118.2	1.5e-34	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00535	113.2	5.1e-33	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_01286	76.0	9.7e-22	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00615	65.6	1.4e-18	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00617	49.4	1.1e-13	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00392	47.4	4.3e-13	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_05009	39.8	8.6e-11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_00613	39.6	1e-10	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K01226	ILEFAOFG_01518	12.0	0.023	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_00783	140.3	2.7e-41	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_05572	132.2	7.6e-39	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_01702	113.4	4.2e-33	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_05361	62.2	1.9e-17	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_01971	48.6	2.7e-13	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_04184	44.0	6.7e-12	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_03286	43.2	1.2e-11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_04168	42.8	1.6e-11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_02502	40.9	6e-11	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_05851	38.5	3.3e-10	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_02834	34.5	5.4e-09	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_01427	28.1	4.9e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_05585	27.1	9.9e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_06271	24.6	5.6e-06	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_03187	23.6	1.2e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_04648	19.4	0.00022	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_02101	18.4	0.00046	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_04709	16.8	0.0014	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_03262	14.1	0.0092	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_02403	13.4	0.015	0
EQnative_Herpetosiphonaceae_BPHZ01_1_SemiBin_120	K03486	ILEFAOFG_00078	11.7	0.048	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_02273	454.7	9.6e-137	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_00710	21.9	1.1e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_01717	14.1	0.0025	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_00651	12.7	0.0066	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_00086	11.3	0.018	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_02111	10.9	0.023	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_02564	10.8	0.025	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_00334	10.6	0.029	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K00697	OJEPDKKJ_03219	10.4	0.034	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01087	OJEPDKKJ_02272	185.9	2.5e-55	1
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01087	OJEPDKKJ_01402	21.5	2e-05	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01087	OJEPDKKJ_02660	17.6	0.0003	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_01597	1254.7	0.0	1
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_02006	789.0	1.5e-237	1
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_03523	202.1	3e-60	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_00765	196.1	2e-58	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_01883	195.5	3.1e-58	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_02353	96.2	3e-28	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_03522	69.9	2.7e-20	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_02812	65.9	4.2e-19	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_02355	48.9	6e-14	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K05343	OJEPDKKJ_03813	17.3	0.00021	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_02297	191.6	4.3e-57	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_01883	77.9	8.8e-23	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_02353	77.7	1e-22	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_00765	68.5	5.8e-20	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_03522	58.6	5.6e-17	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_01597	47.2	1.6e-13	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_02006	42.2	5.2e-12	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_03813	27.4	1.5e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K06044	OJEPDKKJ_02812	21.8	7.3e-06	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_03522	809.8	5.7e-244	1
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_00765	153.2	1.9e-45	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_01597	135.9	3.3e-40	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_01883	124.2	1.1e-36	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_02006	95.1	7.2e-28	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_02812	84.3	1.3e-24	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_02353	83.6	2.1e-24	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_02186	25.2	9.9e-07	0
EQnative_Herpetosiphonaceae_BPHZ01_2_SemiBin_145	K01236	OJEPDKKJ_02355	18.2	0.00013	0
