genus	surface	shallow_subsurface	root_adjacent	phylum
Thalassiella	0.1666666667	0.2	0.2166666667	Actinomycetota
Belnapia	0.4166666667	0.3333333333	0.2166666667	Pseudomonadota
Cesiribacter	0.45	0.2833333333	0.2166666667	Bacteroidota
Motilibacter	0.55	0.3333333333	0.2166666667	Actinomycetota
Enterobacter	0.25	0.1333333333	0.2166666667	Pseudomonadota
Halobacillus	0.1166666667	0.06666666667	0.2166666667	Bacillota
Stella	0.1833333333	0.3333333333	0.2166666667	Pseudomonadota
Egicoccus	0.08333333333	0.1166666667	0.2166666667	Actinomycetota
Aliifodinibius	0.08333333333	0.1166666667	0.2	Balneolota
Alteribacillus	0.03333333333	0.06666666667	0.2	Bacillota
Candidatus Vestibaculum	0.03333333333	0.05	0.2	Bacteroidota
Filomicrobium	0.05	0.1	0.2	Pseudomonadota
Luteolibacter	0.01666666667	0.05	0.2	Verrucomicrobiota
Marinoscillum	0.03333333333	0.05	0.2	Bacteroidota
Nafulsella	0.1666666667	0.1166666667	0.2	Bacteroidota
Naumannella	0.1333333333	0.1166666667	0.2	Actinomycetota
Neochlamydia	0.03333333333	0.06666666667	0.2	Chlamydiota
Salinicola	0.08333333333	0.1166666667	0.2	Pseudomonadota
Ilyomonas	0.1333333333	0.1333333333	0.2	Bacteroidota
Maribius	0.15	0.1	0.2	Pseudomonadota
Naasia	0.2333333333	0.1	0.2	Actinomycetota
Aliihoeflea	0.01666666667	0.03333333333	0.1833333333	Pseudomonadota
Cephaloticoccus	0.1666666667	0.1333333333	0.1833333333	Verrucomicrobiota
Ellin516	0.06666666667	0.3	0.1833333333	Verrucomicrobiota
Lactovum	0.03333333333	0.01666666667	0.1833333333	Bacillota
Phytohabitans	0.2166666667	0.15	0.1833333333	Actinomycetota
Vampirovibrio	0.05	0.08333333333	0.1833333333	Cyanobacteriota
[Streptomyces] thermoautotrophicus	0.08333333333	0.1666666667	0.1833333333	Actinomycetota
Aetherobacter	0.3833333333	0.3666666667	0.1833333333	Myxococcota
Mycoplasma	0.01666666667	0	0.1833333333	Bacillota
Pseudohongiella	0.05	0.08333333333	0.1833333333	Pseudomonadota
Sulfurospirillum	0.01666666667	0	0.1833333333	Campylobacterota
Rhodovarius	0.35	0.3666666667	0.1833333333	Pseudomonadota
Marinobacter	0.1333333333	0.2	0.1833333333	Pseudomonadota
Pluralibacter	0.15	0.05	0.1833333333	Pseudomonadota
Anaerocolumna	0.1333333333	0.1333333333	0.1666666667	Bacillota
Aureimonas	0.1833333333	0.1	0.1666666667	Pseudomonadota
Brevitalea	0.3	0.3333333333	0.1666666667	Acidobacteriota
Candidatus Paracaedibacter	0.08333333333	0.08333333333	0.1666666667	Pseudomonadota
Evansella	0.06666666667	0.08333333333	0.1666666667	Bacillota
Lipingzhangella	0.05	0.05	0.1666666667	Actinomycetota
Nitratireductor	0.2166666667	0.2	0.1666666667	Pseudomonadota
Nitrosomonas	0.2666666667	0.35	0.1666666667	Pseudomonadota
Patulibacter	0.1	0.03333333333	0.1666666667	Actinomycetota
Pseudoxanthomonas	0.1833333333	0.06666666667	0.1666666667	Pseudomonadota
Rhodomicrobium	0.05	0.05	0.1666666667	Pseudomonadota
Shinella	0.08333333333	0.05	0.1666666667	Pseudomonadota
Treponema	0.03333333333	0	0.1666666667	Spirochaetota
Dactylosporangium	0.3166666667	0.3666666667	0.1666666667	Actinomycetota
Halofilum	0.08333333333	0.15	0.1666666667	Pseudomonadota
Paeniclostridium	0.25	0.15	0.1666666667	Bacillota
Lutibaculum	0.08333333333	0.1	0.1666666667	Pseudomonadota
Actinopolymorpha	0.2666666667	0.3	0.15	Actinomycetota
Alterococcus	0.03333333333	0.05	0.15	Verrucomicrobiota
Ardenticatena	0.2333333333	0.2833333333	0.15	Chloroflexota
Chthonomonas	0.2666666667	0.4333333333	0.15	Armatimonadota
Gracilimonas	0.05	0.1	0.15	Balneolota
Hymenobacter	0.3833333333	0.2833333333	0.15	Bacteroidota
Terrimicrobium	0.05	0.01666666667	0.15	Verrucomicrobiota
Thermostilla	0.15	0.25	0.15	Planctomycetota
AK92	0	0.05	0.15	Pseudomonadota
Candidatus Bealeia	0.05	0.03333333333	0.15	Pseudomonadota
Solimonas	0.03333333333	0.03333333333	0.15	Pseudomonadota
Urania-1B-19 marine sediment group	0	0.03333333333	0.15	Planctomycetota
Pseudofulvimonas	0.03333333333	0.01666666667	0.15	Pseudomonadota
Tenuibacillus	0.08333333333	0.06666666667	0.15	Bacillota
Cytobacillus	0.08333333333	0.1166666667	0.15	Bacillota
HdN1	0.15	0.1666666667	0.15	Pseudomonadota
Marinicrinis	0.1	0.1	0.15	Bacillota
Diaminobutyricimonas	0.06666666667	0.1	0.15	Actinomycetota
Aggregicoccus	0.08333333333	0.05	0.1333333333	Myxococcota
Aidingibacillus	0.01666666667	0.03333333333	0.1333333333	Bacillota
Alkaliphilus	0.05	0.01666666667	0.1333333333	Bacillota
Candidatus Berkiella	0.01666666667	0.08333333333	0.1333333333	Pseudomonadota
Candidatus Entotheonella	0.08333333333	0.1	0.1333333333	Entotheonellaeota
Halopolyspora	0.1166666667	0.1	0.1333333333	Actinomycetota
KD3-10	0.2333333333	0.3833333333	0.1333333333	Myxococcota
Tenggerimyces	0.06666666667	0.1	0.1333333333	Actinomycetota
Thalassospira	0.3833333333	0.25	0.1333333333	Pseudomonadota
Thermobaculum	0.35	0.2666666667	0.1333333333	Chloroflexota
Curtobacterium	0.1	0	0.1333333333	Actinomycetota
Natronoglycomyces	0.01666666667	0	0.1333333333	Actinomycetota
Planctopirus	0.08333333333	0.08333333333	0.1333333333	Planctomycetota
Salinibacillus	0.03333333333	0.08333333333	0.1333333333	Bacillota
Palleronia-Pseudomaribius	0.08333333333	0.15	0.1333333333	Pseudomonadota
Pyrinomonas	0.2666666667	0.3166666667	0.1333333333	Acidobacteriota
Candidatus Xiphinematobacter	0.03333333333	0	0.1333333333	Verrucomicrobiota
Minicystis	0.1333333333	0.2	0.1333333333	Myxococcota
Tuwongella	0.08333333333	0.3166666667	0.1333333333	Planctomycetota
Terracidiphilus	0.2166666667	0.1333333333	0.1333333333	Acidobacteriota
Bdellovibrio	0.01666666667	0.06666666667	0.1166666667	Bdellovibrionota
Candidatus Soleaferrea	0.01666666667	0	0.1166666667	Bacillota
DEV008	0.03333333333	0.1166666667	0.1166666667	Verrucomicrobiota
Jahnella	0.06666666667	0.08333333333	0.1166666667	Myxococcota
Lentibacillus	0.06666666667	0.05	0.1166666667	Bacillota
Nitrosospira	0.1	0.05	0.1166666667	Pseudomonadota
Oceanococcus	0.01666666667	0.01666666667	0.1166666667	Pseudomonadota
Oenococcus	0	0	0.1166666667	Bacillota
Tyzzerella	0	0	0.1166666667	Bacillota
Heliimonas	0.1166666667	0	0.1166666667	Bacteroidota
Salinisphaera	0.01666666667	0.08333333333	0.1166666667	Pseudomonadota
1959-1	0.01666666667	0.08333333333	0.1166666667	Chloroflexota
Butyratibacter	0.05	0.05	0.1166666667	Pseudomonadota
Cryptosporangium	0.08333333333	0.1166666667	0.1166666667	Actinomycetota
Micrococcus	0.2166666667	0.05	0.1166666667	Actinomycetota
Rhodobaculum	0.05	0.06666666667	0.1166666667	Pseudomonadota
YC-ZSS-LKJ90	0.01666666667	0.06666666667	0.1166666667	Actinomycetota
Georgfuchsia	0	0.01666666667	0.1166666667	Pseudomonadota
Mariniblastus	0.05	0.01666666667	0.1166666667	Planctomycetota
Rubinisphaera	0.01666666667	0.05	0.1166666667	Planctomycetota
Methylorubrum	0.25	0.1166666667	0.1166666667	Pseudomonadota
Pseudorhizobium	0.05	0.08333333333	0.1166666667	Pseudomonadota
Candidatus Hepatincola	0.01666666667	0	0.1166666667	Pseudomonadota
Alcanivorax	0.03333333333	0.08333333333	0.1	Pseudomonadota
Aquicella	0	0.08333333333	0.1	Pseudomonadota
Chungangia	0.05	0.03333333333	0.1	Bacillota
Desertibacter	0.1666666667	0.1166666667	0.1	Pseudomonadota
Halosaccharopolyspora	0.1166666667	0.15	0.1	Actinomycetota
Imperialibacter	0	0.01666666667	0.1	Bacteroidota
JGI 0001001-H03	0.05	0.06666666667	0.1	Acidobacteriota
Kofleria	0.01666666667	0	0.1	Myxococcota
Nitrococcus	0.01666666667	0.01666666667	0.1	Pseudomonadota
Ornithinicoccus	0.05	0.05	0.1	Actinomycetota
Pontibacillus	0.06666666667	0.06666666667	0.1	Bacillota
Zavarzinella	0.08333333333	0.1833333333	0.1	Planctomycetota
Alistipes	0	0	0.1	Bacteroidota
Hoeflea	0.03333333333	0.05	0.1	Pseudomonadota
Salinicoccus	0.25	0.2166666667	0.1	Bacillota
Stackebrandtia	0	0	0.1	Actinomycetota
Terrimonas	0.01666666667	0.01666666667	0.1	Bacteroidota
Ereboglobus	0.15	0.2166666667	0.1	Verrucomicrobiota
Paenisporosarcina	0.01666666667	0.05	0.1	Bacillota
Piscibacillus	0.05	0.05	0.1	Bacillota
type III	0	0.05	0.1	Bacillota
Fodinicurvata	0.03333333333	0.08333333333	0.1	Pseudomonadota
Papillibacter	0.01666666667	0.01666666667	0.1	Bacillota
Taibaiella	0.01666666667	0.03333333333	0.1	Bacteroidota
Algiphilus	0.05	0.1833333333	0.1	Pseudomonadota
Pelagicoccus	0.01666666667	0.05	0.1	Verrucomicrobiota
Pseudoprevotella	0.01666666667	0	0.1	Bacteroidota
Fontibacillus	0.03333333333	0.1	0.1	Bacillota
Methyloceanibacter	0.01666666667	0.05	0.1	Pseudomonadota
Cutibacterium	0.1833333333	0.1	0.1	Actinomycetota
Aliterella	0.1666666667	0.08333333333	0.08333333333	Cyanobacteriota
Allobacillus	0.03333333333	0.03333333333	0.08333333333	Bacillota
Apibacter	0.01666666667	0	0.08333333333	Bacteroidota
Candidatus Symbiothrix	0	0	0.08333333333	Bacteroidota
Krasilnikovia	0.06666666667	0.05	0.08333333333	Actinomycetota
Nitrosococcus	0.03333333333	0.06666666667	0.08333333333	Pseudomonadota
Rhizobacter	0.01666666667	0.06666666667	0.08333333333	Pseudomonadota
Smaragdicoccus	0.06666666667	0.06666666667	0.08333333333	Actinomycetota
UBA12411	0.01666666667	0	0.08333333333	Dependentiae
Algoriphagus	0.1833333333	0.15	0.08333333333	Bacteroidota
Chryseobacterium	0.1166666667	0.06666666667	0.08333333333	Bacteroidota
Enhygromyxa	0.01666666667	0.01666666667	0.08333333333	Myxococcota
Lachnospiraceae UCG-008	0	0.01666666667	0.08333333333	Bacillota
Neo-b11	0.1833333333	0.1333333333	0.08333333333	Pseudomonadota
Roseimicrobium	0.03333333333	0.03333333333	0.08333333333	Verrucomicrobiota
Pyxidicoccus	0.06666666667	0.1666666667	0.08333333333	Myxococcota
endosymbionts	0.05	0	0.08333333333	Pseudomonadota
Chelatococcus	0.01666666667	0.01666666667	0.08333333333	Pseudomonadota
Mucispirillum	0.03333333333	0	0.08333333333	Deferribacterota
Raoultibacter	0	0.01666666667	0.08333333333	Actinomycetota
Microbulbifer	0	0.03333333333	0.08333333333	Pseudomonadota
Peterkaempfera	0.08333333333	0.06666666667	0.08333333333	Actinomycetota
Fluviicola	0	0	0.08333333333	Bacteroidota
IMCC26207	0.08333333333	0.05	0.08333333333	Actinomycetota
Niveibacterium	0.2166666667	0.15	0.08333333333	Pseudomonadota
Paludicola	0	0	0.08333333333	Bacillota
Paludisphaera	0	0	0.08333333333	Planctomycetota
Cyanobacterium PCC-10605	0.3	0.1666666667	0.08333333333	Cyanobacteriota
Exiguobacterium	0.15	0.03333333333	0.08333333333	Bacillota
Marinibaculum	0.01666666667	0.03333333333	0.08333333333	Pseudomonadota
Desemzia	0.1166666667	0.05	0.08333333333	Bacillota
Actinomyces	0.1333333333	0.1833333333	0.06666666667	Actinomycetota
Allonocardiopsis	0.08333333333	0.08333333333	0.06666666667	Actinomycetota
Altererythrobacter	0.01666666667	0.01666666667	0.06666666667	Pseudomonadota
Candidatus Fritschea	0.01666666667	0.05	0.06666666667	Chlamydiota
Chondromyces	0.01666666667	0.05	0.06666666667	Myxococcota
Coxiella	0.01666666667	0.05	0.06666666667	Pseudomonadota
E1B-B3-114	0.2666666667	0.1833333333	0.06666666667	Actinomycetota
Endomicrobium	0	0.01666666667	0.06666666667	Elusimicrobiota
H1	0	0	0.06666666667	Bacteroidota
Haladaptatus	0	0.03333333333	0.06666666667	Halobacteriota
Halopelagius	0	0.01666666667	0.06666666667	Halobacteriota
Holospora	0.05	0.06666666667	0.06666666667	Pseudomonadota
Litorivivens	0.03333333333	0.03333333333	0.06666666667	Pseudomonadota
Methylobacterium	0.15	0.06666666667	0.06666666667	Pseudomonadota
Ornithinimicrobium	0.1333333333	0.1	0.06666666667	Actinomycetota
Pseudactinotalea	0.05	0.05	0.06666666667	Actinomycetota
Salinivenus	0	0.05	0.06666666667	Rhodothermota
